Package,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,Archs,MD5sum,NeedsCompilation,Additional_repositories,Author,Authors@R,Biarch,BugReports,BuildKeepEmpty,BuildManual,BuildResaveData,BuildVignettes,Built,ByteCompile,Classification/ACM,Classification/ACM-2012,Classification/JEL,Classification/MSC,Classification/MSC-2010,Collate,Collate.unix,Collate.windows,Contact,Copyright,Date,Date/Publication,Description,Encoding,KeepSource,Language,LazyData,LazyDataCompression,LazyLoad,MailingList,Maintainer,Note,Packaged,RdMacros,StagedInstall,SysDataCompression,SystemRequirements,Title,Type,URL,UseLTO,VignetteBuilder,ZipData,Path,X-CRAN-Comment,Published,Reverse depends,Reverse imports,Reverse linking to,Reverse suggests,Reverse enhances,Deadline,DOI
gganimate,1.0.9,NA,ggplot2 (>= 3.5.0),"cli, glue, grDevices, grid, lifecycle, progress, rlang,
scales, stringi, transformr (>= 0.1.5), tweenr (>= 2.0.3),
utils, vctrs",NA,"av, base64enc, covr, gifski (>= 1.4.3), htmltools, knitr,
magick, ragg, rmarkdown, sf, svglite, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,9be9453ae809aa81f1722f2215681edb,no,NA,"Thomas Lin Pedersen [aut, cre]
    (<https://orcid.org/0000-0002-5147-4711>),
  David Robinson [aut],
  Posit, PBC [cph, fnd]","c(
    person(""Thomas Lin"", ""Pedersen"", , ""thomasp85@gmail.com"", role = c(""aut"", ""cre""),
           comment = c(ORCID = ""0000-0002-5147-4711"")),
    person(""David"", ""Robinson"", , ""admiral.david@gmail.com"", role = ""aut""),
    person(""Posit, PBC"", role = c(""cph"", ""fnd""))
  )",NA,https://github.com/thomasp85/gganimate/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'aaa.R' 'anim_save.R' 'animate.R' 'animation_store.R'
'ease-aes.R' 'gganim.R' 'gganimate-ggproto.R'
'gganimate-package.r' 'ggplot2_reimpl.R' 'group_column.R'
'import-standalone-obj-type.R'
'import-standalone-types-check.R' 'layer_type.R'
'match_shapes.R' 'plot-build.R' 'post_process.R' 'renderers.R'
'scene.R' 'shadow-.R' 'shadow-mark.R' 'shadow-null.R'
'shadow-trail.R' 'shadow-wake.R' 'transformr.R' 'transition-.R'
'transition-components.R' 'transition-events.R'
'transition-filter.R' 'transition-manual.R'
'transition-layers.R' 'transition-null.R' 'transition-states.R'
'transition-time.R' 'transition_reveal.R' 'transmute-.R'
'transmute-enter.R' 'transmute-exit.R' 'transmuters.R'
'tween_before_stat.R' 'view-.R' 'view-follow.R' 'view-static.R'
'view-step.R' 'view-step-manual.R' 'view-zoom.R'
'view-zoom-manual.R' 'zzz.R'",NA,NA,NA,NA,NA,2024-02-27 14:00:03 UTC,"The grammar of graphics as implemented in the 'ggplot2'
    package has been successful in providing a powerful API for creating
    static visualisation. In order to extend the API for animated graphics
    this package provides a completely new set of grammar, fully
    compatible with 'ggplot2' for specifying transitions and animations in
    a flexible and extensible way.",UTF-8,NA,NA,NA,NA,NA,NA,Thomas Lin Pedersen <thomasp85@gmail.com>,NA,2024-02-27 12:19:51 UTC; thomas,NA,NA,NA,NA,A Grammar of Animated Graphics,Package,"https://gganimate.com, https://github.com/thomasp85/gganimate",NA,knitr,NA,NA,NA,2024-02-27,gamblers.ruin.gameplay,"animbook, cellularautomata, cleanTS, corona, corrViz, drhutools, Dune, dynaSpec, EmiR, ferrn, ggsmc, HVT, Isinglandr, karel, plotdap, rcontroll, simlandr, spinifex",NA,"AlleleShift, anscombiser, cheem, climaemet, contsurvplot, dartR, dartR.base, ggpattern, ggraph, IBMPopSim, inferCSN, MagmaClustR, manynet, modelbased, move2, multiverse, musicXML, nosoi, ordbetareg, pdxTrees, rerddapXtracto, rFIA, rfm, sequenceR, slendr, sportyR, spreadr, SSOSVM, thematic, tidybayes",NA,NA,10.32614/CRAN.package.gganimate
ggarchery,0.4.3,NA,R (>= 4.0.0),"ggplot2, purrr, magrittr, tidyr, dplyr, glue, rlang, grid",NA,NA,NA,GPL-3,NA,NA,NA,NA,e4af27f2342401acbf73f463662681c8,no,NA,"Matthew Hall [aut, cre]","person(""Matthew"", ""Hall"", , ""matthew.hall@bdi.ox.ac.uk"", role = c(""aut"", ""cre""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'legend-draw-ggarchery.R' 'geom-arrowsegment.R' 'ggproto.R'
'position-attractsegment.R'",NA,NA,NA,NA,NA,2024-03-28 09:20:03 UTC,"Geoms for placing arrowheads at multiple points along a segment, not just at the end; position function to shift starts and ends of arrows to avoid exactly intersecting points.",UTF-8,NA,NA,NA,NA,NA,NA,Matthew Hall <matthew.hall@bdi.ox.ac.uk>,NA,2024-03-27 16:25:27 UTC; mhall,NA,NA,NA,NA,Flexible Segment Geoms with Arrows for 'ggplot2',Package,https://github.com/mdhall272/ggarchery,NA,NA,NA,NA,NA,2024-03-28,NA,transPlotR,NA,enrichplot,NA,NA,10.32614/CRAN.package.ggarchery
ggarrow,0.1.0,NA,ggplot2 (>= 3.5.0),"cli, grid, polyclip, rlang (>= 1.1.0), scales, utils, vctrs",NA,"covr, knitr, rmarkdown, testthat (>= 3.0.0), vdiffr",NA,MIT + file LICENSE,NA,NA,NA,NA,ac15c4143e6b159b8913352f49598eb0,no,NA,"Teun van den Brand [aut, cre] (<https://orcid.org/0000-0002-9335-7468>)","
    person(given = ""Teun"",
           family = ""van den Brand"",
           role = c(""aut"", ""cre""),
           email = ""tahvdbrand@gmail.com"",
           comment = c(ORCID = ""0000-0002-9335-7468""))",NA,https://github.com/teunbrand/ggarrow/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-05 19:30:11 UTC,"A 'ggplot2' extension that adds specialised arrow geometry layers. 
    It offers more arrow options than the standard 'grid' arrows that 
    are built-in many line-based geom layers.",UTF-8,NA,NA,NA,NA,NA,NA,Teun van den Brand <tahvdbrand@gmail.com>,NA,2024-06-04 19:20:57 UTC; Teun,NA,NA,NA,NA,Arrows for 'ggplot2',NA,"https://teunbrand.github.io/ggarrow/,
https://github.com/teunbrand/ggarrow",NA,knitr,NA,NA,NA,2024-06-05,NA,NA,NA,arrowheadr,NA,NA,10.32614/CRAN.package.ggarrow
ggautomap,0.3.2,NA,"R (>= 4.1),","cartographer (>= 0.2), cli (>= 3.4.0), dplyr (>= 1.0.0),
ggmapinset (>= 0.3), ggplot2 (>= 3.4.2), packcircles (>=
0.3.4), rlang (>= 1.0.0), sf (>= 1.0), tidyr (>= 1.2.0), vctrs
(>= 0.4.0)",NA,"ggrepel, knitr, nswgeo, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,3ad77f04fe30d81ad4f34100c4c967e1,no,NA,"Carl Suster [aut, cre] (<https://orcid.org/0000-0001-7021-9380>),
  Western Sydney Local Health District, NSW Health [cph]","
    c(person(given = ""Carl"",
             family = ""Suster"",
             email = ""Carl.Suster@health.nsw.gov.au"",
             role = c(""aut"", ""cre""),
             comment = c(ORCID = ""0000-0001-7021-9380"")),
      person(""Western Sydney Local Health District, NSW Health"",
             role = ""cph""))",NA,https://github.com/cidm-ph/ggautomap/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'aaa.R' 'stat_automap.R' 'stat_automap_coords.R'
'choropleth.R' 'configure_inset.R' 'coord_automap.R' 'crs.R'
'geom_boundaries.R' 'geom_centroids.R' 'geoscatter.R'
'ggautomap-package.R' 'position_circle_repel.R'",NA,NA,NA,NA,NA,2023-05-24 09:00:02 UTC,"Mapping tools that convert place names to coordinates on the fly.
    These 'ggplot2' extensions make maps from a data frame where one of the
    columns contains place names, without having to directly work with the
    underlying geospatial data and tools. The corresponding map data must be
    registered with 'cartographer' either by the user or by another package.",UTF-8,NA,NA,NA,NA,NA,NA,Carl Suster <Carl.Suster@health.nsw.gov.au>,NA,2023-05-23 23:15:45 UTC; csuster,NA,NA,NA,NA,Create Maps from a Column of Place Names,Package,"https://github.com/cidm-ph/ggautomap,
https://cidm-ph.github.io/ggautomap/",NA,knitr,NA,NA,NA,2023-05-24,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggautomap
ggbeeswarm,0.7.2,NA,"R (>= 3.5.0), ggplot2 (>= 3.3.0)","beeswarm, lifecycle, vipor, cli",NA,gridExtra,NA,GPL (>= 3),NA,NA,NA,NA,b062f40a143df3d06b1865e89544438c,no,NA,"Erik Clarke [aut, cre],
  Scott Sherrill-Mix [aut],
  Charlotte Dawson [aut]","c(
    person(given=""Erik"", family=""Clarke"", role=c(""aut"", ""cre""), email=""erikclarke@gmail.com""),
    person(given=""Scott"", family=""Sherrill-Mix"", role=c(""aut""), email=""sherrillmix@gmail.com""),
    person(given=""Charlotte"", family=""Dawson"", role=c(""aut""), email=""csdaw@outlook.com""))",NA,https://github.com/eclarke/ggbeeswarm/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-28,2023-04-29 21:40:02 UTC,"Provides two methods of plotting categorical scatter plots such
    that the arrangement of points within a category reflects the density of
    data at that region, and avoids over-plotting.",UTF-8,NA,NA,NA,NA,NA,NA,Erik Clarke <erikclarke@gmail.com>,NA,2023-04-29 20:56:12 UTC; erik,NA,NA,NA,NA,Categorical Scatter (Violin Point) Plots,Package,https://github.com/eclarke/ggbeeswarm,NA,NA,NA,NA,NA,2023-04-29,NA,"cogeqc, CRMetrics, cytomapper, dabestr, dreamlet, esci, ggquickeda, ggrastr, hmer, InteractionPoweR, interpretCI, miloR, mshap, NanoStringNCTools, rbiom, samesies, scater, scCustomize, sistmr, spotoroo, tidyplots, YAPSA",NA,"afex, audiometry, bench, BloodCancerMultiOmics2017, celltrackR, cvequality, DepInfeR, ggprism, ggrepel, iNZightPlots, lay, lionfish, model4you, nestedcv, pcutils, pixarfilms, SCpubr, serocalculator, shapr, TOP, vipor",NA,NA,10.32614/CRAN.package.ggbeeswarm
ggbiplot,0.6.2,NA,"R (>= 3.5.0), ggplot2",scales,NA,"corrplot, dplyr, MASS, broom, tidyr",NA,GPL-2,NA,NA,NA,NA,ad05e753b93a1c517462240db51731d4,no,NA,"Vincent Q. Vu [aut] (<https://orcid.org/0000-0002-4689-0497>),
  Michael Friendly [aut, cre] (<https://orcid.org/0000-0002-3237-0941>),
  Aghasi Tavadyan [ctb]","c(
    person(c(""Vincent"", ""Q.""), ""Vu"", , ""vqv@stat.osu.edu"", role = c(""aut""),
            comment = c(ORCID = ""0000-0002-4689-0497"")),
    person(""Michael"", ""Friendly"", , ""friendly@yorku.ca"", role = c(""aut"", ""cre""),
           comment = c(ORCID = ""0000-0002-3237-0941"")),
    person(""Aghasi"", ""Tavadyan"", ,  ""a.tavadyan@gmail.com"", role = ""ctb"")
           )",NA,https://github.com/friendly/ggbiplot/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-06,2024-01-08 23:10:11 UTC,"A 'ggplot2' based implementation of biplots, giving a representation of a dataset in
    a two dimensional space accounting for the greatest variance, together with variable vectors
    showing how the data variables relate to this space. It provides a 
    replacement for stats::biplot(), but with many enhancements to control the analysis and
    graphical display. It implements 
    biplot and scree plot methods which can be used with the results of prcomp(), princomp(),
    FactoMineR::PCA(), ade4::dudi.pca() or MASS::lda() and can be customized using 'ggplot2' techniques.",UTF-8,NA,en-US,true,NA,NA,NA,Michael Friendly <friendly@yorku.ca>,NA,2024-01-08 15:42:14 UTC; friendly,NA,NA,NA,NA,A Grammar of Graphics Implementation of Biplots,Package,"https://github.com/friendly/ggbiplot,
https://friendly.github.io/ggbiplot/",NA,NA,NA,NA,NA,2024-01-08,NA,CoDaLoMic,NA,pPCA,NA,NA,10.32614/CRAN.package.ggbiplot
ggblanket,12.2.0,NA,R (>= 4.2.0),"colorspace, dplyr (>= 1.0.4), farver, forcats, ggblend,
ggplot2 (>= 3.5.1), grid, hms (>= 0.5.0), labelled, lubridate
(>= 1.7.8), purrr, rlang (>= 1.1.0), scales (>= 1.3.0),
snakecase, stringr (>= 1.3.0), tidyr (>= 1.0.0), tidyselect (>=
1.2.0), viridisLite",NA,"spelling, hexbin, isoband, knitr, palmerpenguins, patchwork,
quantreg, rmarkdown, sf, testthat (>= 3.0.0), tibble, vdiffr,
viridis",NA,MIT + file LICENSE,NA,NA,NA,NA,4f27baaede239744e6481f96062c12c9,no,NA,"David Hodge [aut, cre, cph] (<https://orcid.org/0000-0002-3868-7501>)","
    person(""David"", ""Hodge"", , ""davidhodge931@gmail.com"", role = c(""aut"", ""cre"", ""cph""),
           comment = c(ORCID = ""0000-0002-3868-7501""))",NA,https://github.com/davidhodge931/ggblanket/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-10 23:40:02 UTC,"Simplify 'ggplot2' visualisation with 'ggblanket' wrapper
    functions.",UTF-8,NA,en-GB,NA,NA,NA,NA,David Hodge <davidhodge931@gmail.com>,NA,2025-03-10 23:24:59 UTC; david,NA,NA,NA,NA,Simplify 'ggplot2' Visualisation,NA,"https://davidhodge931.github.io/ggblanket/,
https://github.com/davidhodge931/ggblanket",NA,knitr,NA,NA,NA,2025-03-10,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggblanket
ggblend,0.1.0,NA,R (>= 4.2),"methods, grid, ggplot2 (>= 3.4.0), rlang",NA,"covr, testthat (>= 3.0.0), fontquiver, showtext, sysfonts,
ggnewscale",NA,MIT + file LICENSE,NA,NA,NA,NA,bef691b931d22a3fad215d4eacd3dd38,no,NA,"Matthew Kay [aut, cre, cph] (<https://orcid.org/0000-0001-9446-0419>)","
    person(""Matthew"", ""Kay"", , ""mjskay@northwestern.edu"", role = c(""aut"", ""cre"", ""cph""),
           comment = c(ORCID = ""0000-0001-9446-0419""))",NA,https://github.com/mjskay/ggblend/issues/new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-22 08:30:05 UTC,"Algebra of operations for blending, copying, adjusting, and 
    compositing layers in 'ggplot2'. Supports copying and adjusting the 
    aesthetics or parameters of an existing layer, partitioning a layer 
    into multiple pieces for re-composition, applying affine transformations
    to layers, and combining layers (or partitions of layers) using blend modes
    (including commutative blend modes, like multiply and darken). Blend 
    mode support is particularly useful for creating plots with overlapping 
    groups where the layer drawing order does not change the output; 
    see Kindlmann and Scheidegger (2014) <doi:10.1109/TVCG.2014.2346325>.",UTF-8,NA,en-US,NA,NA,NA,NA,Matthew Kay <mjskay@northwestern.edu>,NA,2023-05-21 04:21:44 UTC; matth,NA,NA,NA,NA,Blending and Compositing Algebra for 'ggplot2',NA,"https://mjskay.github.io/ggblend/,
https://github.com/mjskay/ggblend/",NA,NA,NA,NA,NA,2023-05-22,NA,ggblanket,NA,NA,NA,NA,10.32614/CRAN.package.ggblend
ggborderline,0.2.0,NA,NA,"cli, ggplot2, rlang, utils, vctrs",NA,testthat (>= 3.0.0),NA,MIT + file LICENSE,NA,NA,NA,NA,060048f76a16f505825851bb22b64f59,no,NA,Jacob Scott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-25 13:45:14 UTC,"A set of geometries to make line plots a little bit nicer. Use 
    along with 'ggplot2' to:
    - Improve the clarity of line plots with many overlapping lines
    - Draw more realistic worms.",UTF-8,NA,NA,NA,NA,NA,NA,Jacob Scott <jscott2718@gmail.com>,NA,2022-10-25 12:43:14 UTC; JSCOTT4,NA,NA,NA,NA,Line Plots that Pop,Package,"https://github.com/wurli/ggborderline,
https://wurli.github.io/ggborderline/",NA,NA,NA,NA,NA,2022-10-25,NA,NA,NA,spiro,NA,NA,10.32614/CRAN.package.ggborderline
ggbrace,0.1.1,NA,R (>= 4.3),"ggplot2 (>= 3.4.2), stats (>= 4.3.1)",NA,"knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,2b3537c91c545bd92bb01483827c5aee,no,NA,"Nicolas Huber [aut, cre, cph]","
    person(""Nicolas"", ""Huber"", , ""info.huber@aol.de"", role = c(""aut"", ""cre"", ""cph""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-20 20:30:02 UTC,"Provides curly braces in 'ggplot2' plus matching text.
    stat_brace() plots braces partially in the confines of data so that the brace is set apart from it.
    stat_bracetext() plots corresponding text, fitting to the braces from stat_brace().",UTF-8,NA,NA,NA,NA,NA,NA,Nicolas Huber <info.huber@aol.de>,NA,2024-02-19 11:13:18 UTC; Bus Driver,NA,NA,NA,NA,Curly Braces for 'ggplot2',Package,NA,NA,NA,NA,NA,NA,2024-02-20,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggbrace
ggbrain,0.9.0,NA,R (>= 3.5.0),"Matrix, RNifti, checkmate, data.table, dplyr, ggplot2,
ggnewscale, ggrepel, glue, imager, patchwork, rlang, tibble,
tidyr, tidyselect, Rcpp","Rcpp, RcppArmadillo","knitr, rmarkdown",NA,GPL (>= 3),NA,NA,NA,NA,82c4df9bbd907f4d9540bb350a5ee5ab,yes,NA,"Michael Hallquist [aut, cre] (<https://orcid.org/0000-0001-5894-8038>)","
    person(""Michael"", ""Hallquist"", , ""michael.hallquist@gmail.com"", role = c(""aut"", ""cre""),
           comment = c(ORCID = ""0000-0001-5894-8038""))",NA,https://github.com/michaelhallquist/ggbrain/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-18,2025-03-20 01:30:02 UTC,"A 'ggplot2'-consistent approach to generating 2D displays of  volumetric brain imaging data.
  Display data from multiple NIfTI images using standard 'ggplot2' conventions such scales, limits, and
  themes to control the appearance of displays. The resulting plots are returned as 'patchwork' objects,
  inheriting from 'ggplot', allowing for any standard modifications of display aesthetics supported by 'ggplot2'.",UTF-8,NA,NA,NA,NA,NA,NA,Michael Hallquist <michael.hallquist@gmail.com>,NA,2025-03-19 02:05:10 UTC; hallquist,NA,NA,NA,NA,"Create Images of Volumetric Brain Data in NIfTI Format Using
'ggplot2' Syntax",Package,https://michaelhallquist.github.io/ggbrain/,NA,knitr,NA,NA,NA,2025-03-20,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggbrain
ggbreak,0.1.4,NA,NA,"ggfun (>= 0.1.1), grid, ggplot2, ggplotify (>= 0.0.7), aplot
(>= 0.1.5), rlang, stats, yulab.utils (>= 0.1.9)",NA,"cowplot, ggimage, knitr, patchwork, pillar, prettydoc,
rmarkdown",NA,Artistic-2.0,NA,NA,NA,NA,ccbe428b4b7de77344bf7b1375eeb9ae,no,NA,"Guangchuang Yu [aut, cre, cph]
    (<https://orcid.org/0000-0002-6485-8781>),
  Shuangbin Xu [aut] (<https://orcid.org/0000-0003-3513-5362>)","c(
       person(""Guangchuang"", ""Yu"",     email = ""guangchuangyu@gmail.com"", role = c(""aut"", ""cre"", ""cph""), comment = c(ORCID = ""0000-0002-6485-8781"")),
       person(""Shuangbin"", ""Xu"",       email = ""xshuangbin@163.com"",      role = ""aut"", comment = c(ORCID=""0000-0003-3513-5362""))
       )",NA,https://github.com/YuLab-SMU/ggbreak/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-02-04 17:50:10 UTC,An implementation of scale functions for setting axis breaks of a 'gg' plot (S Xu (2021) <doi:10.3389/fgene.2021.774846>).,UTF-8,NA,NA,NA,NA,NA,NA,Guangchuang Yu <guangchuangyu@gmail.com>,NA,2025-02-04 17:24:02 UTC; HUAWEI,NA,NA,NA,NA,Set Axis Break for 'ggplot2',NA,https://github.com/YuLab-SMU/ggbreak,NA,knitr,NA,NA,NA,2025-02-04,NA,NeuralSens,NA,NA,NA,NA,10.32614/CRAN.package.ggbreak
ggbrick,0.3.0,NA,R (>= 3.5.0),"ggplot2, dplyr, purrr, glue",NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,9da909aded1f43dac95ece86ae6bc56c,no,NA,"Daniel Oehm [aut, cre]","
  person(given = ""Daniel"",
         family = ""Oehm"",
         role = c(""aut"", ""cre""),
         email = ""danieloehm@gmail.com"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-14 20:20:02 UTC,"A new take on the bar chart. Similar to a waffle style chart but
  instead of squares the layout resembles a brick wall.",UTF-8,NA,NA,NA,NA,NA,NA,Daniel Oehm <danieloehm@gmail.com>,NA,2024-03-14 05:41:08 UTC; danie,NA,NA,NA,NA,Waffle Style Chart with a Brick Layout in 'ggplot2',Package,NA,NA,NA,NA,NA,NA,2024-03-14,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggbrick
ggBubbles,0.1.4,NA,R (>= 3.5.0),"dplyr, ggplot2",NA,"BiocStyle, knitr, rmarkdown, tibble",NA,LGPL (>= 3),NA,NA,NA,NA,02a8a19f678c217b10f333521fabb50c,no,NA,"Thomas Schwarzl [aut, cre] (<https://orcid.org/0000-0001-7697-7000>)","person(""Thomas"",
                  ""Schwarzl"",
                  email = ""schwarzl@embl.de"",
                  role = c(""aut"", ""cre""),
                  comment = c(ORCID = ""0000-0001-7697-7000""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-04 08:20:06 UTC,"When comparing discrete data mini bubble plots allow displaying 
   more information than traditional bubble plots via colour, shape or labels. 
   Exact overlapping coordinates will be transformed so they surround the
   original point circularly without overlapping. This is implemented as a 
   position_surround() function for 'ggplot2'.",UTF-8,NA,NA,true,NA,NA,NA,Thomas Schwarzl <schwarzl@embl.de>,NA,2019-09-03 08:10:56 UTC; Tom,NA,NA,NA,NA,Mini Bubble Plots for Comparison of Discrete Data with 'ggplot2',Package,NA,NA,knitr,NA,NA,NA,2019-09-04,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggBubbles
ggbuildr,0.1.0,NA,ggplot2,"purrr, readr, tools",NA,testthat,NA,GPL-3 | file LICENSE,NA,NA,NA,NA,f717f9ee96b1017a9fde6f612d0334de,no,NA,Jongbin Jung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-05 18:45:42 UTC,"Saves a 'ggplot' object into multiple files, each with a layer 
    added incrementally. Generally to be used in presentation slides.
    Flexible enough to allow different file types for the final complete plot,
    and intermediate builds.",UTF-8,NA,NA,true,NA,NA,NA,Jongbin Jung <me@jongbin.com>,NA,2018-02-05 18:09:51 UTC; jongbin,NA,NA,NA,NA,Save Incremental Builds of Plots,Package,NA,NA,NA,NA,NA,NA,2018-02-05,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggbuildr
ggbump,0.1.0,NA,NA,"ggplot2, dplyr, purrr, tidyr",NA,testthat (>= 2.1.0),NA,MIT + file LICENSE,NA,NA,NA,NA,1ec6860e19e80a6b489d12fcdb1b55c1,no,NA,David Sjoberg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-24 16:00:02 UTC,A geom for ggplot to create bump plots. Can be good to use for showing rank over time.,UTF-8,NA,NA,true,NA,NA,NA,David Sjoberg <dav.sjob@gmail.com>,NA,2020-04-16 17:43:15 UTC; charlicito,NA,NA,NA,NA,Bump Chart and Sigmoid Curves,Package,NA,NA,NA,NA,NA,NA,2020-04-24,NA,"CCPlotR, MSmix",NA,NA,NA,NA,10.32614/CRAN.package.ggbump
ggchangepoint,0.1.0,NA,NA,"changepoint, changepoint.np, dplyr, ecp, ggplot2, Rdpack,
tibble, utils",NA,"rmarkdown, knitr, gstat, datasets",NA,GPL (>= 3),NA,NA,NA,NA,455a253992a74a574d96023c55e78772,no,NA,"Youzhi Yu [aut, cre]","
    c(person(given = ""Youzhi"",
             family = ""Yu"",
             role = c(""aut"", ""cre""),
             email = ""yuyouzhi666@icloud.com""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-24 08:20:04 UTC,"R provides fantastic tools for changepoint
    analysis, but plots generated by the tools do 
    not have the 'ggplot2' style. This tool, however, 
    combines 'changepoint', 'changepoint.np' and 'ecp'
    together, and uses 'ggplot2' to visualize changepoints.",UTF-8,NA,NA,NA,NA,NA,NA,Youzhi Yu <yuyouzhi666@icloud.com>,NA,2022-02-22 21:37:38 UTC; yuy,Rdpack,NA,NA,NA,Combines Changepoint Analysis with 'ggplot2',Package,NA,NA,knitr,NA,NA,NA,2022-02-24,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggchangepoint
ggcharts,0.2.1,NA,"R (>= 3.5.0), ggplot2 (>= 3.0.0)","colorspace, dplyr, lifecycle, magrittr, patchwork, rlang",NA,"gapminder, knitr, lintr, rmarkdown, scales, spelling, tibble,
tidyr, testthat (>= 2.1.0), vdiffr",NA,MIT + file LICENSE,NA,NA,NA,NA,8f0e39ad10ab0d121ef62dc1060ab453,no,NA,"Thomas Neitmann [aut, cre],
  Julia Silge [ctb, cph],
  David Robinson [ctb, cph]","c(
    person(""Thomas"", ""Neitmann"", , ""th.neitmann@gmail.com"", c(""aut"", ""cre"")),
    person(""Julia"", ""Silge"", role = c(""ctb"", ""cph"")),
    person(""David"", ""Robinson"", role = c(""ctb"", ""cph""))
    )",NA,https://github.com/thomas-neitmann/ggcharts/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-20 00:40:02 UTC,"Streamline the creation of common charts by taking care of a lot of
    data preprocessing and plot customization for the user. Provides a
    high-level interface to create plots using 'ggplot2'.",UTF-8,NA,NA,true,NA,NA,NA,Thomas Neitmann <th.neitmann@gmail.com>,NA,2020-05-19 20:11:18 UTC; neitmant,NA,NA,NA,NA,Shorten the Distance from Data Visualization Idea to Actual Plot,Package,https://github.com/thomas-neitmann/ggcharts,NA,knitr,NA,NA,NA,2020-05-20,NA,bartcs,NA,NA,NA,NA,10.32614/CRAN.package.ggcharts
ggChernoff,0.3.0,NA,R (>= 3.2.5),"ggplot2 (>= 2.2.0), grid, scales",NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,13955a368867b27354cee7a42dad3fb5,no,NA,"David Selby [aut, cre]","person(""David"", ""Selby"", email = ""selby@cs.uni-kl.de"", role = c(""aut"", ""cre""))",NA,https://github.com/Selbosh/ggChernoff/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-17 13:10:01 UTC,"Provides a Chernoff face geom for 'ggplot2'. Maps multivariate data
    to human-like faces. Inspired by Chernoff (1973) <doi:10.1080/01621459.1973.10482434>.",UTF-8,NA,NA,NA,NA,NA,NA,David Selby <selby@cs.uni-kl.de>,NA,2022-11-16 15:27:22 UTC; david,NA,NA,NA,NA,Chernoff Faces for 'ggplot2',NA,https://github.com/Selbosh/ggChernoff,NA,NA,NA,NA,NA,2022-11-17,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggChernoff
